customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_flag,Prediction,Probability,Risk_Level,Actual_Churn,Estimated_CLV,Revenue_Risk,Retention_Cost,Expected_Revenue_Saved
9763-GRSKD,Male,False,Yes,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.95000076293945,587.4500122070312,No,0,0,0.1714,Very Low,0,649.3500099182129,111.29859169998169,27.82464792499542,83.47394377498627
7469-LKBCI,Male,False,No,No,16,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),18.950000762939453,326.79998779296875,No,0,0,0.0235,Very Low,0,303.20001220703125,7.125200286865234,1.7813000717163086,5.343900215148926
8091-TTVAX,Male,False,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.3499984741211,5681.10009765625,No,0,0,0.2085,Low,0,5820.299911499023,1213.5325315475463,303.3831328868866,910.1493986606597
0280-XJGEX,Male,False,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.6999969482422,5036.2998046875,Yes,1,0,0.4549,Medium,1,5081.299850463868,2311.4833019760135,577.8708254940034,1733.6124764820102
5129-JLPIS,Male,False,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.050048828125,No,0,0,0.4693,Medium,0,2637.5,1237.77875,309.4446875,928.3340625
3655-SNQYZ,Female,False,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.14990234375,No,0,0,0.0789,Very Low,0,7814.25,616.544325,154.13608125,462.40824375
8191-XWSZG,Female,False,No,No,52,Yes,No,No,,,,,,,One year,No,Mailed check,20.64999961853028,1022.9500122070312,No,0,0,0.0297,Very Low,0,1073.7999801635747,31.891859410858167,7.972964852714542,23.918894558143627
9959-WOFKT,Male,False,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.6999969482422,7382.25,No,0,0,0.0689,Very Low,0,7575.699783325196,521.965715071106,130.4914287677765,391.47428630332956
4190-MFLUW,Female,False,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.20000076293945,528.3499755859375,Yes,1,0,0.1738,Very Low,1,552.0000076293945,95.93760132598878,23.984400331497195,71.95320099449158
4183-MYFRB,Female,False,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05000305175781,1862.9000244140625,No,0,1,0.5191,Medium,0,1891.050064086914,981.6440882675171,245.41102206687927,736.2330662006378
8779-QRDMV,Male,True,No,No,1,No,,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.650001525878906,39.650001525878906,Yes,1,1,0.802,Critical,1,39.650001525878906,31.799301223754885,7.949825305938721,23.849475917816164
1680-VDCWW,Male,False,Yes,No,12,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),19.799999237060547,202.25,No,0,0,0.0471,Very Low,0,237.59999084472656,11.190959568786623,2.7977398921966556,8.393219676589966
1066-JKSGK,Male,False,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.14999961853028,20.14999961853028,Yes,1,0,0.2725,Low,1,20.14999961853028,5.490874896049502,1.3727187240123755,4.118156172037127
3638-WEABW,Female,False,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.900001525878906,3505.10009765625,No,0,0,0.0294,Very Low,0,3474.2000885009766,102.1414826019287,25.535370650482175,76.60611195144652
6322-HRPFA,Male,False,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.59999847412109,2970.300048828125,No,0,0,0.0689,Very Low,0,2920.399925231933,201.2155548484802,50.30388871212005,150.91166613636014
6865-JZNKO,Female,False,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.29999923706055,1530.5999755859375,No,0,0,0.104,Very Low,0,1658.9999771118164,172.5359976196289,43.13399940490722,129.40199821472166
6467-CHFZW,Male,False,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.3499984741211,4749.14990234375,Yes,1,1,0.558,Medium,1,4669.449928283691,2605.5530599823,651.388264995575,1954.1647949867252
8665-UTDHZ,Male,False,Yes,Yes,1,No,,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.200000762939453,30.200000762939453,Yes,1,0,0.4999,Medium,1,30.200000762939453,15.096980381393433,3.774245095348358,11.322735286045074
5248-YGIJN,Male,False,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.4501953125,No,0,0,0.0217,Very Low,0,6498.0,141.0066,35.25165,105.75495
8773-HHUOZ,Female,False,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.69999694824219,1093.0999755859375,Yes,1,0,0.2358,Low,1,1099.8999481201172,259.35640776672363,64.83910194168091,194.51730582504274
3841-NFECX,Female,True,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.3499984741211,6766.9501953125,No,0,0,0.04,Very Low,0,6840.849891662598,273.6339956665039,68.40849891662597,205.22549674987792
4929-XIHVW,Male,True,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.6499938964844,No,0,1,0.7854,High,0,191.0,150.0114,37.50285,112.50855000000001
6827-IEAUQ,Female,False,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.1500015258789,1874.449951171875,No,0,0,0.0365,Very Low,0,1786.0500411987305,65.19082650375366,16.297706625938414,48.89311987781524
7310-EGVHZ,Male,False,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),20.200000762939453,20.200000762939453,No,0,0,0.2816,Low,0,20.200000762939453,5.68832021484375,1.4220800537109375,4.266240161132813
3413-BMNZE,Male,True,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No,0,1,0.5575,Medium,0,45.25,25.226875,6.30671875,18.920156249999998
6234-RAAPL,Female,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9000015258789,7251.7001953125,No,0,0,0.0359,Very Low,0,7192.800109863281,258.2215239440918,64.55538098602295,193.66614295806886
6047-YHPVI,Male,False,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.69999694824219,316.8999938964844,Yes,1,1,0.6526,High,1,348.49998474121094,227.43109004211425,56.85777251052856,170.5733175315857
6572-ADKRS,Female,False,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.80000305175781,3548.300048828125,No,0,0,0.2789,Low,0,3440.8001403808594,959.6391591522216,239.9097897880554,719.7293693641662
5380-WJKOV,Male,False,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3499984741211,3549.25,Yes,1,1,0.602,High,1,3615.899948120117,2176.7717687683103,544.1929421920776,1632.5788265762326
8168-UQWWF,Female,False,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.8499984741211,1105.4000244140625,Yes,1,1,0.7155,High,1,1076.349983215332,770.12841299057,192.5321032476425,577.5963097429276
8865-TNMNX,Male,False,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.54999923706055,475.7000122070313,No,0,0,0.0914,Very Low,0,495.49999237060547,45.288699302673336,11.322174825668334,33.966524477005
9489-DEDVP,Female,False,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.19999694824219,4872.35009765625,No,0,0,0.0263,Very Low,0,4843.999786376953,127.39719438171387,31.84929859542847,95.54789578628541
9867-JCZSP,Female,False,Yes,Yes,17,Yes,No,No,,,,,,,One year,No,Mailed check,20.75,418.25,No,0,0,0.0388,Very Low,0,352.75,13.6867,3.421675,10.265025
4671-VJLCL,Female,False,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.8499984741211,4861.4501953125,No,0,0,0.0242,Very Low,0,5030.549903869629,121.73930767364502,30.434826918411254,91.30448075523375
4080-IIARD,Female,False,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.19999694824219,981.4500122070312,No,0,0,0.2007,Low,0,990.5999603271484,198.81341203765868,49.70335300941467,149.110059028244
3714-NTNFO,Female,False,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.699951171875,No,0,0,0.4512,Medium,0,4140.5,1868.1936,467.0484,1401.1452
5948-UJZLF,Male,False,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,No,0,0,0.2604,Low,0,98.5,25.649400000000004,6.412350000000001,19.237050000000004
7760-OYPDY,Female,False,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6500015258789,144.14999389648438,Yes,1,1,0.7475,High,1,161.3000030517578,120.57175228118898,30.142938070297244,90.42881421089173
7639-LIAYI,Male,False,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.7998046875,No,0,0,0.0326,Very Low,0,4147.0,135.19219999999999,33.798049999999996,101.39415
2954-PIBKO,Female,False,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.1500015258789,4254.10009765625,No,0,0,0.0227,Very Low,0,4426.3501052856445,100.47814738998413,25.119536847496033,75.3586105424881
8012-SOUDQ,Female,True,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No,0,0,0.4235,Medium,0,3880.75,1643.497625,410.87440625,1232.62321875
9420-LOJKX,Female,False,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0999984741211,1426.4000244140625,Yes,1,1,0.591,Medium,1,1486.4999771118164,878.5214864730834,219.63037161827086,658.8911148548126
6575-SUVOI,Female,True,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.6500244140625,No,0,0,0.1216,Very Low,0,1737.5,211.28,52.82,158.46
7495-OOKFY,Female,True,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.6500015258789,633.2999877929688,Yes,1,1,0.5981,Medium,1,645.2000122070312,385.8941273010254,96.47353182525634,289.420595475769
4667-QONEA,Female,True,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.8499984741211,4456.35009765625,No,0,0,0.0474,Very Low,0,4490.999908447266,212.87339566040038,53.218348915100094,159.6550467453003
1658-BYGOY,Male,True,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4499969482422,1752.550048828125,Yes,1,1,0.7303,High,1,1718.0999450683596,1254.728389883423,313.68209747085575,941.0462924125673
8769-KKTPH,Female,False,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.6500015258789,6311.2001953125,No,0,0,0.1833,Very Low,0,6277.950096130371,1150.748252620697,287.68706315517426,863.0611894655228
5067-XJQFU,Male,True,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.4499969482422,7076.35009765625,No,0,0,0.2448,Low,0,7157.699798583985,1752.2049106933596,438.0512276733399,1314.1536830200198
3957-SQXML,Female,False,Yes,Yes,34,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),24.950000762939453,894.2999877929688,No,0,0,0.0184,Very Low,0,848.3000259399414,15.608720477294922,3.9021801193237304,11.70654035797119
5954-BDFSG,Female,False,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7001953125,No,0,0,0.0699,Very Low,0,7740.0,541.0260000000001,135.25650000000002,405.76950000000005
0434-CSFON,Female,False,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.10009765625,No,0,1,0.5843,Medium,0,4723.5,2759.9410500000004,689.9852625000001,2069.9557875
1215-FIGMP,Male,False,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9000015258789,5450.7001953125,No,0,0,0.2867,Low,0,5394.000091552734,1546.459826248169,386.61495656204227,1159.844869686127
0526-SXDJP,Male,False,Yes,No,72,No,,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.09999847412109,2962.0,No,0,0,0.0272,Very Low,0,3031.1998901367183,82.44863701171873,20.612159252929683,61.836477758789044
0557-ASKVU,Female,False,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.400001525878906,957.0999755859376,No,0,0,0.0851,Very Low,0,979.2000274658203,83.3299223373413,20.832480584335325,62.49744175300597
5698-BQJOH,Female,False,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4000015258789,857.25,Yes,1,1,0.7214,High,1,849.6000137329102,612.9014499069215,153.22536247673037,459.6760874301911
5122-CYFXA,Female,False,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.30000305175781,244.1000061035156,No,0,0,0.324,Low,0,225.90000915527344,73.1916029663086,18.29790074157715,54.89370222473144
8627-ZYGSZ,Male,False,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9000015258789,3650.35009765625,No,0,0,0.1563,Very Low,0,3708.3000717163086,579.607301209259,144.90182530231476,434.7054759069443
3410-YOQBQ,Female,False,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.19999694824219,2497.199951171875,No,0,0,0.0316,Very Low,0,2455.199905395508,77.58431701049805,19.396079252624514,58.18823775787354
3170-NMYVV,Female,False,Yes,Yes,50,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.14999961853028,930.9000244140624,No,0,0,0.0174,Very Low,0,1007.499980926514,17.530499668121344,4.382624917030336,13.147874751091008
7410-OIEDU,Male,False,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.8499984741211,887.3499755859375,No,0,0,0.4941,Medium,0,798.4999847412109,394.53884246063234,98.63471061515808,295.90413184547424
2273-QCKXA,Male,False,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.04999923706055,49.04999923706055,No,0,0,0.4053,Medium,0,49.04999923706055,19.87996469078064,4.96999117269516,14.90997351808548
0731-EBJQB,Female,False,Yes,Yes,52,Yes,No,No,,,,,,,One year,Yes,Electronic check,20.39999961853028,1090.6500244140625,No,0,0,0.0579,Very Low,0,1060.7999801635747,61.420318851470974,15.355079712867743,46.06523913860323
1891-QRQSA,Male,True,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.5999984741211,7099.0,No,0,0,0.0934,Very Low,0,7142.39990234375,667.1001508789062,166.77503771972655,500.32511315917964
8028-PNXHQ,Male,False,Yes,Yes,62,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),24.25,1424.5999755859375,No,0,0,0.0208,Very Low,0,1503.5,31.2728,7.8182,23.4546
5630-AHZIL,Female,False,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.39999389648438,No,0,0,0.2643,Low,0,193.5,51.14205,12.7855125,38.3565375
2673-CXQEU,Female,True,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No,0,0,0.2561,Low,0,6188.0,1584.7468,396.1867,1188.5601
6416-JNVRK,Female,False,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.650001525878906,2688.85009765625,No,0,0,0.0669,Very Low,0,2559.9000701904297,171.25731469573975,42.81432867393494,128.4429860218048
5590-ZSKRV,Female,False,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.650001525878906,482.25,No,0,0,0.1476,Very Low,0,437.20001220703125,64.53072180175782,16.132680450439455,48.39804135131837
0191-ZHSKZ,Male,True,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.300048828125,No,0,0,0.1928,Very Low,0,2242.5,432.354,108.0885,324.2655
3887-PBQAO,Female,False,Yes,Yes,45,Yes,Yes,No,,,,,,,One year,Yes,Credit card (automatic),25.89999961853028,1216.5999755859375,No,0,0,0.0397,Very Low,0,1165.4999828338625,46.270349318504344,11.567587329626086,34.70276198887826
5919-TMRGD,Female,False,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.3499984741211,79.3499984741211,Yes,1,1,0.8295,Critical,1,79.3499984741211,65.82082373428345,16.455205933570863,49.365617800712585
8108-UXRQN,Female,False,Yes,Yes,11,No,,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.54999923706055,565.3499755859375,No,0,0,0.2671,Low,0,556.049991607666,148.5209527584076,37.1302381896019,111.39071456880569
9191-MYQKX,Female,False,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1500015258789,496.8999938964844,Yes,1,1,0.5775,Medium,1,526.0500106811523,303.7938811683655,75.94847029209137,227.84541087627412
9919-YLNNG,Female,False,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8000030517578,4327.5,No,0,0,0.3686,Low,0,4359.600128173827,1606.9486072448726,401.73715181121815,1205.2114554336545
0318-ZOPWS,Female,False,Yes,No,49,Yes,No,No,,,,,,,Two year,Yes,Bank transfer (automatic),20.14999961853028,973.3499755859376,No,0,0,0.0222,Very Low,0,987.3499813079837,21.91916958503724,5.47979239625931,16.43937718877793
4445-ZJNMU,Male,False,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3000030517578,918.75,No,0,1,0.712,High,0,893.7000274658202,636.3144195556639,159.07860488891598,477.23581466674796
4808-YNLEU,Female,False,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.150001525878906,2215.449951171875,No,0,0,0.0569,Very Low,0,2175.2500534057617,123.77172803878784,30.94293200969696,92.82879602909088
1862-QRWPE,Female,False,Yes,Yes,48,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.64999961853028,1057.0,No,0,0,0.0178,Very Low,0,991.1999816894535,17.643359674072272,4.410839918518068,13.232519755554204
2796-NNUFI,Female,False,Yes,Yes,46,Yes,No,No,,,,,,,Two year,Yes,Mailed check,19.950000762939453,927.0999755859376,No,0,0,0.0214,Very Low,0,917.7000350952148,19.638780751037597,4.909695187759399,14.729085563278197
3016-KSVCP,Male,False,Yes,No,29,No,,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No,0,0,0.1445,Very Low,0,978.75,141.429375,35.35734375,106.07203125
4767-HZZHQ,Male,False,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05000305175781,2570.199951171875,No,0,0,0.2375,Low,0,2461.5000915527344,584.6062717437744,146.1515679359436,438.4547038078308
2424-WVHPL,Male,True,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.69999694824219,74.69999694824219,No,0,1,0.6856,High,0,74.69999694824219,51.21431790771484,12.80357947692871,38.41073843078613
7233-PAHHL,Male,False,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,No,0,0,0.0289,Very Low,0,5544.0,160.2216,40.0554,120.1662
6067-NGCEU,Female,False,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.0500030517578,7107.0,No,0,0,0.3875,Low,0,7218.250198364257,2797.0719518661494,699.2679879665374,2097.803963899612
9848-JQJTX,Male,False,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9000015258789,7459.0498046875,No,0,0,0.0764,Very Low,0,7264.800109863281,555.0307283935547,138.75768209838867,416.273046295166
8637-XJIVR,Female,False,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.94999694824219,927.3499755859376,Yes,1,1,0.5998,Medium,1,947.3999633789062,568.250498034668,142.062624508667,426.187873526001
9803-FTJCG,Male,False,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.8499984741211,4748.7001953125,No,0,0,0.0291,Very Low,0,4746.349891662598,138.1187818473816,34.5296954618454,103.5890863855362
0278-YXOOG,Male,False,No,No,5,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,21.049999237060547,113.8499984741211,Yes,1,0,0.1035,Very Low,1,105.24999618530273,10.893374605178833,2.7233436512947082,8.170030953884124
3212-KXOCR,Male,False,No,No,52,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),21.0,1107.199951171875,No,0,0,0.0177,Very Low,0,1092.0,19.328400000000002,4.8321000000000005,14.496300000000002
4598-XLKNJ,Female,True,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,1,1,0.5892,Medium,1,2462.5,1450.905,362.72625,1088.17875
6380-ARCEH,Male,False,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.200000762939453,20.200000762939453,No,0,0,0.2725,Low,0,20.200000762939453,5.5045002079010015,1.3761250519752504,4.128375155925751
3679-XASPY,Female,False,Yes,Yes,1,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,19.450000762939453,19.450000762939453,No,0,0,0.2682,Low,0,19.450000762939453,5.216490204620361,1.3041225511550902,3.912367653465271
7123-WQUHX,Male,False,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.60009765625,No,0,0,0.1352,Very Low,0,3610.0,488.07199999999995,122.01799999999999,366.054
5386-THSLQ,Female,True,Yes,No,66,No,,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.54999923706055,3027.25,No,0,0,0.0799,Very Low,0,3006.299949645996,240.20336597671508,60.05084149417877,180.1525244825363
3192-NQECA,Male,False,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85009765625,Yes,1,0,0.1299,Very Low,1,7480.0,971.6519999999999,242.91299999999998,728.7389999999999
6180-YBIQI,Male,False,No,No,5,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.299999237060547,100.1999969482422,No,0,0,0.2099,Low,0,121.49999618530273,25.502849199295046,6.375712299823761,19.127136899471285
